    90.00           54.9413          0.755555
    90.00           54.2039           0.75163
    90.00           54.5907          0.754794
    90.00           54.5834          0.752302
    90.00           54.7474          0.757346
    90.00             54.42          0.749963
    90.00           54.2879          0.754095
    90.00           54.9063          0.753159
    90.00           54.5738          0.755495
    90.00           54.5991          0.752509
    90.00           54.4561          0.753201
    90.00           54.6351          0.753686
    90.00            54.604          0.753889
    90.00           54.5721           0.75333
    90.00           54.2834          0.751543
    90.00           55.0448          0.755966
    90.00           54.8792          0.758272
    90.00           54.3794          0.750599
    90.00           54.9005           0.75333
    90.00           54.5165          0.753437
    90.00           54.3936          0.751731
    90.00           55.0708          0.753819
    90.00           54.7381          0.753075
    90.00           54.4786          0.753872
    90.00           54.7819          0.758243
    90.00            54.474          0.751535
    90.00           54.5813          0.754245
    90.00           54.6002          0.752422
    90.00            54.564          0.752533
    90.00           54.9482          0.752954
    90.00           55.1988          0.755564
    90.00           54.6493          0.750263
    90.00           54.6695          0.753147
    90.00           54.5228          0.753393
    90.00           54.6346          0.751037
    90.00            54.957          0.755373
    90.00           54.6546          0.755804
    90.00           54.5035          0.751104
    90.00           55.1136          0.757097
    90.00           54.5934          0.748383
    90.00           54.7312          0.751602
    90.00             54.86          0.753418
    90.00           54.7852          0.752529
    90.00           54.9702           0.75634
    90.00           54.8378          0.756422
    90.00           54.3523           0.75048
    90.00           54.5153          0.754096
    90.00           54.4587           0.75172
    90.00           54.6314          0.756859
    90.00           54.4574           0.75044
