    15.00           302.924           2.51728
    15.00           295.333           2.47171
    15.00            297.35           2.48613
    15.00           301.597           2.50646
    15.00           298.789           2.48685
    15.00           299.804           2.50342
    15.00           295.755           2.47909
    15.00           302.946           2.51237
    15.00            299.04            2.4936
    15.00           299.466           2.49664
    15.00           293.525           2.46552
    15.00           303.522           2.51591
    15.00           300.579           2.50004
    15.00           298.122           2.49123
    15.00           297.222           2.48174
    15.00           303.723           2.52441
    15.00           300.432           2.50694
    15.00           298.409           2.48802
    15.00           304.061           2.53215
    15.00           299.154           2.48909
    15.00           299.598           2.49207
    15.00           306.574           2.54783
    15.00           300.344           2.50578
    15.00           298.442           2.48829
    15.00            298.78           2.49738
    15.00           299.381           2.49403
    15.00           298.321           2.49043
    15.00           300.912            2.5037
    15.00           301.251           2.50279
    15.00           304.844           2.53771
    15.00           307.109           2.54909
    15.00           304.821            2.5298
    15.00           300.342           2.50267
    15.00           298.642           2.49067
    15.00           304.023           2.51991
    15.00           302.686           2.52565
    15.00           299.194           2.49568
    15.00           299.254           2.49432
    15.00           305.257           2.53723
    15.00           304.566           2.52725
    15.00           305.417           2.53241
    15.00           302.602           2.51951
    15.00           302.726           2.52149
    15.00           303.723            2.5181
    15.00            300.59           2.50474
    15.00           298.224           2.48737
    15.00           298.689           2.49132
    15.00           298.172           2.48822
    15.00            294.66           2.46928
    15.00           298.819           2.49111
