    23.75           69.2014          0.140342
    23.75           67.6483          0.138276
    23.75            68.123          0.139039
    23.75            68.854          0.139719
    23.75           68.3989          0.138845
    23.75           68.5164           0.13982
    23.75           67.7886          0.138822
    23.75           69.1483          0.139896
    23.75           68.4974          0.139301
    23.75           68.4352           0.13938
    23.75           67.4148          0.138477
    23.75            69.193          0.139902
    23.75           68.5928          0.139282
    23.75           68.3239          0.139399
    23.75           68.0699          0.138655
    23.75           69.3387          0.140781
    23.75           69.1955          0.140358
    23.75           68.0438          0.138783
    23.75           69.7166          0.141482
    23.75           68.1596          0.138644
    23.75           68.5732           0.13911
    23.75           69.9444          0.141911
    23.75           68.6526          0.139803
    23.75           68.2945          0.139035
    23.75           68.5328          0.139576
    23.75           68.3819          0.139218
    23.75           68.3619          0.139216
    23.75           68.6028          0.139559
    23.75           68.7196          0.139441
    23.75           69.7628          0.141621
    23.75           70.0905           0.14198
    23.75           69.6073          0.140917
    23.75           68.5787          0.139528
    23.75           68.3783          0.139232
    23.75           69.0383          0.139917
    23.75           69.6296          0.141456
    23.75            68.315          0.139343
    23.75           68.5805          0.139317
    23.75           69.6422          0.141302
    23.75           69.6119          0.140862
    23.75           69.7804          0.141245
    23.75           69.0778          0.140248
    23.75           69.5205          0.141109
    23.75           68.9624          0.139766
    23.75           68.6653          0.139646
    23.75           68.2784          0.139095
    23.75           68.4187          0.139187
    23.75           68.0818          0.138932
    23.75           67.6541          0.138448
    23.75           68.5024          0.139342
