    90.00           10.9211         0.0374652
    90.00           10.7806          0.037133
    90.00            10.853         0.0373225
    90.00           10.8545         0.0372853
    90.00           10.8777          0.037328
    90.00           10.8281         0.0372753
    90.00           10.7981          0.037217
    90.00           10.9129         0.0374014
    90.00           10.8565         0.0373044
    90.00           10.8524         0.0373066
    90.00           10.8454          0.037353
    90.00           10.8485         0.0372414
    90.00            10.831         0.0372098
    90.00           10.8731         0.0373893
    90.00           10.7864         0.0371177
    90.00           10.9569         0.0375861
    90.00           10.9101         0.0374503
    90.00           10.8163         0.0372102
    90.00           10.9454          0.037576
    90.00           10.8148         0.0371698
    90.00           10.8273         0.0371931
    90.00           10.9504          0.037595
    90.00            10.859         0.0373424
    90.00           10.8452         0.0372721
    90.00           10.8783          0.037397
    90.00           10.8387         0.0372587
    90.00           10.8528          0.037305
    90.00           10.8545         0.0373043
    90.00           10.8404           0.03725
    90.00           10.9445         0.0375659
    90.00            10.979         0.0376512
    90.00           10.8791         0.0373582
    90.00           10.8543          0.037305
    90.00           10.8527         0.0373021
    90.00           10.8425         0.0372382
    90.00           10.9609         0.0376302
    90.00           10.8657         0.0373624
    90.00           10.8387          0.037239
    90.00           10.9399         0.0375551
    90.00           10.8865         0.0373622
    90.00           10.9221         0.0374824
    90.00           10.8733         0.0373436
    90.00           10.9276         0.0375194
    90.00           10.8903         0.0373552
    90.00           10.8745         0.0373578
    90.00           10.8348         0.0372568
    90.00           10.8343         0.0372443
    90.00           10.8364         0.0372719
    90.00           10.8643         0.0373642
    90.00           10.8439         0.0372371
