    45.00           126.568           1.12841
    45.00           124.953           1.11837
    45.00           125.412           1.12191
    45.00           126.252           1.12556
    45.00           125.584            1.1196
    45.00           125.997            1.1273
    45.00           125.038           1.11983
    45.00           126.579           1.12757
    45.00            125.77           1.12285
    45.00           125.818           1.12407
    45.00           124.149            1.1137
    45.00           126.991           1.13069
    45.00           125.736           1.12175
    45.00           125.838           1.12518
    45.00           125.249           1.11971
    45.00           126.971           1.13232
    45.00           125.972            1.1265
    45.00           125.653           1.12202
    45.00           127.892           1.14258
    45.00           124.961           1.11483
    45.00           125.882            1.1217
    45.00           127.871            1.1428
    45.00            125.94           1.12559
    45.00           125.651           1.12212
    45.00           125.719           1.12461
    45.00           125.832           1.12336
    45.00           125.596           1.12182
    45.00           126.123           1.12654
    45.00           125.819           1.12186
    45.00           127.913           1.14303
    45.00           127.885           1.14144
    45.00           127.477           1.13667
    45.00            125.79           1.12408
    45.00            125.82           1.12342
    45.00           126.597           1.12854
    45.00           127.354           1.13827
    45.00           125.607           1.12231
    45.00           125.949            1.1246
    45.00           127.083           1.13476
    45.00           127.641           1.13785
    45.00           128.034           1.14041
    45.00            126.04           1.12661
    45.00           127.281           1.13667
    45.00           125.924           1.12179
    45.00            125.87           1.12352
    45.00           125.758           1.12395
    45.00            125.53           1.12157
    45.00           125.623           1.12234
    45.00           124.593           1.11558
    45.00           125.699           1.12334
