    60.00           87.6062          0.747685
    60.00           86.1593          0.737943
    60.00            86.782          0.742553
    60.00           87.0671          0.743521
    60.00           86.9632          0.743056
    60.00           86.8476          0.742811
    60.00           86.2943          0.739904
    60.00            87.564          0.746315
    60.00           86.8663          0.743078
    60.00           86.9468          0.742973
    60.00           86.2789          0.739752
    60.00           87.3168          0.745092
    60.00           87.0115          0.743151
    60.00           86.8231           0.74284
    60.00           86.4206          0.740094
    60.00           87.7831           0.74841
    60.00            87.384          0.748697
    60.00           86.5864          0.739491
    60.00           87.7844          0.749821
    60.00           86.7516          0.741132
    60.00           86.6571          0.740473
    60.00           88.2115          0.752553
    60.00           87.2135          0.744863
    60.00           86.6974          0.741754
    60.00           87.1334           0.74543
    60.00           86.7765          0.741736
    60.00           86.8175          0.742628
    60.00           87.0757          0.743585
    60.00           86.9812          0.741702
    60.00           87.9477          0.752001
    60.00           88.3619          0.753716
    60.00           87.5011          0.746458
    60.00             87.12           0.74506
    60.00           86.7693          0.741502
    60.00           87.3808          0.744829
    60.00           87.7037          0.750185
    60.00           86.9545          0.744166
    60.00           86.8419          0.741525
    60.00           88.0937          0.752491
    60.00           87.3993          0.744747
    60.00           87.6378          0.747852
    60.00           87.5406          0.746985
    60.00           87.4895           0.74788
    60.00           87.6634          0.747065
    60.00           87.3227           0.74631
    60.00           86.5404          0.739821
    60.00           86.7901          0.742593
    60.00           86.6521          0.740379
    60.00            86.552          0.741386
    60.00           86.7521          0.740929
